order_id,user_id,product_id,quantity,order_date
931,677,67,2,2025-02-10
932,424,39,3,2025-08-25
933,63,72,5,2024-11-02
934,901,95,2,2024-12-04
935,642,87,4,2024-12-05
936,570,64,1,2025-08-10
937,996,45,4,2024-12-07
938,805,68,3,2025-03-27
939,714,54,4,2025-06-22
940,153,39,4,2025-05-24
941,189,97,5,2024-10-06
942,485,31,2,2024-11-27
943,308,91,2,2024-12-03
944,826,60,1,2025-02-20
945,576,53,4,2025-05-09
946,571,68,2,2024-10-24
947,398,32,3,2024-10-25
948,209,43,1,2024-12-27
949,945,58,3,2025-08-27
950,95,69,2,2025-09-19
951,53,35,4,2024-11-04
952,690,78,5,2025-04-09
953,41,10,2,2025-06-21
954,824,98,5,2025-07-21
955,742,86,5,2025-05-07
956,223,62,2,2025-02-14
957,891,43,3,2024-10-06
958,980,2,2,2025-07-28
959,960,25,1,2025-07-05
960,765,97,4,2025-05-22
961,937,32,5,2024-10-15
962,721,27,4,2024-12-28
963,938,31,5,2024-10-29
964,330,100,3,2024-11-20
965,390,60,5,2025-05-16
966,665,46,3,2024-10-03
967,268,47,5,2025-09-17
968,904,64,4,2025-09-14
969,101,93,4,2024-11-06
970,780,41,2,2025-06-25
971,380,41,4,2025-01-30
972,47,73,2,2025-06-14
973,760,19,1,2024-12-12
974,268,71,5,2025-03-23
975,594,93,4,2025-04-23
976,303,20,2,2025-03-10
977,338,30,4,2024-11-27
978,584,32,4,2025-01-28
979,564,84,3,2024-11-24
980,264,98,4,2024-10-19
981,990,93,4,2025-06-09
982,472,22,3,2025-05-16
983,174,18,5,2024-11-13
984,501,24,5,2025-07-27
985,658,8,5,2024-11-05
986,35,10,1,2025-01-15
987,783,1,4,2025-04-04
988,141,81,2,2025-08-01
989,70,91,2,2024-11-19
990,10,28,5,2025-08-28
991,467,48,1,2024-10-07
992,633,82,5,2025-03-04
993,935,62,4,2024-11-21
994,17,1,5,2025-05-26
995,565,53,1,2024-12-20
996,18,68,3,2025-08-16
997,549,37,1,2025-02-16
998,515,90,4,2025-08-18
999,826,23,1,2025-07-27
1000,941,13,5,2024-11-09
1001,153,31,2,2024-11-30
1002,635,68,3,2024-11-08
1003,835,46,3,2024-11-05
1004,815,51,1,2025-09-13
1005,383,52,4,2025-02-06
1006,579,32,2,2025-05-12
1007,308,88,1,2024-11-11
1008,670,84,1,2025-09-01
1009,96,52,4,2025-08-31
1010,387,71,4,2025-08-22
1011,58,82,1,2025-05-08
1012,720,22,1,2024-12-03
1013,512,56,3,2025-04-11
1014,580,13,5,2025-05-06
1015,942,6,2,2025-06-04
1016,217,89,5,2024-11-22
1017,487,35,1,2025-05-31
1018,947,10,3,2025-01-17
1019,921,70,5,2025-07-25
1020,674,5,2,2025-02-03
1021,952,41,1,2024-11-06
1022,985,27,5,2025-08-30
1023,148,97,4,2025-05-29
1024,952,10,3,2025-09-05
1025,167,73,2,2025-07-22
1026,581,50,5,2025-06-16
1027,340,50,2,2024-10-26
1028,810,89,1,2024-09-29
1029,513,96,3,2025-09-05
1030,55,13,4,2024-11-22
1031,238,10,3,2025-05-27
1032,620,99,5,2025-01-24
1033,978,77,4,2025-02-18
1034,993,100,3,2025-06-20
1035,31,82,3,2025-07-13
1036,803,58,4,2025-03-23
1037,234,46,5,2024-10-23
1038,964,49,4,2025-04-28
1039,191,88,5,2025-09-15
1040,677,49,1,2025-01-08
1041,791,80,3,2024-11-01
1042,818,32,1,2025-09-28
1043,85,35,2,2024-12-04
1044,390,92,2,2025-02-16
1045,758,50,3,2025-01-23
1046,370,14,1,2025-03-03
1047,6,40,4,2025-06-09
1048,369,98,3,2025-02-27
1049,105,17,1,2025-07-16
1050,192,56,4,2025-01-29
1051,571,72,5,2025-07-19
1052,418,14,1,2025-05-26
1053,92,46,5,2024-12-28
1054,96,77,5,2025-03-01
1055,804,42,4,2025-03-29
1056,13,38,4,2025-04-12
1057,398,100,1,2025-04-11
1058,743,72,2,2025-07-26
1059,586,67,2,2025-02-16
1060,702,49,2,2025-04-29
1061,143,35,3,2025-03-02
1062,275,64,2,2025-04-28
1063,65,22,4,2025-06-09
1064,283,54,3,2025-06-29
1065,496,10,3,2025-06-13
1066,258,32,4,2024-12-24
1067,609,79,2,2024-09-30
1068,469,14,2,2025-09-27
1069,312,1,4,2024-10-05
1070,341,80,4,2025-04-21
1071,824,43,4,2025-09-14
1072,343,56,5,2025-09-01
1073,140,39,3,2024-10-20
1074,618,89,2,2025-02-03
1075,491,41,2,2025-08-05
1076,988,51,3,2025-08-12
1077,299,95,4,2025-07-25
1078,991,74,2,2025-01-14
1079,334,49,3,2024-11-20
1080,837,51,3,2025-08-07
1081,117,73,2,2025-09-19
1082,607,70,2,2025-08-29
1083,699,99,5,2024-12-26
1084,28,94,4,2025-07-28
1085,966,91,2,2024-10-19
1086,449,38,1,2024-11-18
1087,839,53,4,2025-09-16
1088,143,82,3,2025-06-13
1089,248,33,2,2025-02-14
1090,733,55,4,2024-10-08
1091,76,58,5,2025-09-17
1092,491,75,4,2025-02-12
1093,548,65,4,2025-06-12
1094,557,5,3,2025-05-29
1095,719,69,5,2024-10-25
1096,654,11,1,2025-08-01
1097,788,32,3,2025-08-13
1098,171,83,5,2024-10-10
1099,46,73,4,2025-02-09
1100,991,97,3,2024-10-27
1101,989,56,1,2024-10-27
1102,11,13,3,2025-04-25
1103,228,66,5,2025-07-23
1104,572,75,5,2024-11-22
1105,227,58,3,2024-12-04
1106,401,60,5,2025-06-28
1107,708,65,2,2025-06-29
1108,354,4,4,2025-06-11
1109,108,38,4,2025-01-16
1110,943,11,1,2025-02-26
1111,852,94,2,2025-01-30
1112,357,40,3,2025-07-11
1113,467,27,5,2025-06-10
1114,495,45,4,2025-01-11
1115,100,57,4,2024-11-25
1116,327,9,3,2025-08-17
1117,46,91,1,2024-10-10
1118,24,44,1,2025-06-30
1119,694,22,2,2025-04-01
1120,529,23,5,2024-10-02
1121,164,43,5,2025-07-30
1122,437,60,2,2025-06-04
1123,817,52,2,2025-08-15
1124,191,82,4,2025-04-19
1125,406,4,5,2025-07-29
1126,905,26,4,2025-08-31
1127,607,55,4,2025-03-31
1128,5,91,2,2025-06-15
1129,211,36,1,2025-03-03
1130,592,14,5,2024-11-25
1131,192,47,3,2025-09-20
1132,202,59,1,2025-04-07
1133,269,86,4,2025-09-21
1134,541,82,3,2024-11-13
1135,612,50,5,2024-12-15
1136,402,76,1,2025-05-13
1137,357,46,4,2024-12-18
1138,633,23,3,2024-12-05
1139,941,79,5,2025-06-29
1140,87,87,2,2025-04-21
1141,321,16,2,2025-08-03
1142,313,15,2,2025-07-24
1143,383,89,2,2025-03-19
1144,524,50,4,2025-01-21
1145,611,18,5,2025-05-21
1146,393,55,2,2025-07-28
1147,499,82,5,2024-11-28
1148,711,83,2,2025-07-20
1149,569,22,4,2025-05-23
1150,296,18,2,2024-12-09
1151,323,58,5,2024-11-07
1152,55,46,1,2024-10-27
1153,497,18,2,2025-05-07
1154,835,50,5,2025-08-04
1155,518,84,4,2024-10-09
1156,419,88,4,2025-01-10
1157,426,91,4,2025-04-15
1158,501,22,1,2024-10-22
1159,579,4,2,2025-05-05
1160,300,5,3,2025-07-02
1161,231,69,3,2025-01-20
1162,173,100,4,2025-04-18
1163,580,96,4,2025-05-20
1164,563,66,1,2024-10-10
1165,587,15,3,2025-01-05
1166,794,70,3,2025-09-21
1167,556,97,1,2025-04-23
1168,779,93,4,2025-04-23
1169,560,28,4,2025-07-15
1170,105,95,2,2024-10-15
1171,305,5,4,2025-01-22
1172,270,45,1,2025-09-09
1173,450,16,2,2024-10-02
1174,215,95,5,2025-02-06
1175,706,45,5,2025-01-10
1176,648,55,2,2025-02-21
1177,631,18,2,2024-12-09
1178,834,27,1,2025-07-01
1179,584,45,5,2025-06-21
1180,288,77,5,2025-09-20
1181,173,42,3,2025-06-13
1182,297,74,3,2024-11-03
1183,976,66,1,2025-02-25
1184,139,97,4,2025-06-27
1185,941,8,3,2024-11-04
1186,888,84,2,2025-07-21
1187,719,17,2,2024-11-22
1188,150,92,3,2025-05-01
1189,849,32,4,2025-02-15
1190,502,19,5,2025-05-01
1191,648,35,4,2025-08-06
1192,385,58,1,2025-01-13
1193,649,99,1,2024-11-23
1194,413,66,3,2025-03-17
1195,712,48,4,2025-08-18
1196,974,63,3,2024-11-02
1197,596,1,1,2025-06-18
1198,749,59,3,2025-08-18
1199,871,9,5,2025-07-21
1200,408,28,4,2025-05-26
1201,845,28,4,2025-07-07
1202,275,42,3,2024-11-26
1203,346,71,5,2025-09-16
1204,134,73,4,2025-04-05
1205,808,44,1,2025-06-22
1206,48,13,4,2025-05-25
1207,17,16,2,2025-09-04
1208,452,59,1,2025-01-31
1209,982,55,2,2025-07-13
1210,706,17,3,2025-01-31
1211,163,36,1,2025-02-07
1212,671,47,3,2025-08-08
1213,85,48,2,2025-03-05
1214,54,51,3,2025-08-20
1215,744,90,2,2025-07-09
1216,440,84,1,2025-02-17
1217,721,13,1,2024-12-14
1218,219,62,1,2025-05-10
1219,136,76,2,2024-10-26
1220,532,88,4,2024-11-23
1221,10,2,3,2025-05-16
1222,837,16,4,2025-03-30
1223,711,17,4,2025-07-20
1224,73,30,4,2024-11-20
1225,92,94,1,2025-08-13
1226,106,41,3,2025-04-17
1227,903,39,2,2025-09-18
1228,392,100,2,2025-07-12
1229,657,87,2,2024-10-30
1230,71,68,5,2024-11-02
1231,9,79,2,2025-01-21
1232,451,45,2,2025-09-05
1233,644,96,2,2024-11-27
1234,942,53,5,2025-01-09
1235,704,57,2,2025-02-08
1236,89,13,2,2024-10-31
1237,771,16,5,2024-12-03
1238,748,50,3,2025-07-08
1239,987,55,3,2025-01-01
1240,811,18,2,2025-03-21
1241,284,83,1,2024-12-31
1242,255,71,5,2025-08-15
1243,615,93,5,2025-05-25
1244,292,100,1,2024-11-19
1245,869,85,3,2024-11-13
1246,211,67,5,2025-04-25
1247,522,25,4,2024-10-13
1248,303,83,1,2025-08-09
1249,803,31,4,2025-02-22
1250,396,15,2,2025-08-08
1251,512,82,5,2025-08-30
1252,73,68,1,2024-11-15
1253,370,41,2,2025-02-10
1254,397,73,4,2025-08-04
1255,375,70,2,2025-09-12
1256,782,61,1,2025-02-12
1257,18,76,1,2025-06-05
1258,15,34,2,2025-04-02
1259,41,8,4,2025-01-03
1260,519,37,5,2025-08-15
1261,786,54,4,2025-06-05
1262,719,52,1,2025-05-14
1263,656,69,5,2025-05-22
1264,631,20,3,2025-06-27
1265,86,40,1,2024-12-27
1266,524,27,2,2025-07-26
1267,550,42,4,2024-10-01
1268,601,82,1,2025-08-07
1269,318,90,4,2025-01-13
1270,748,31,1,2024-11-25
1271,251,12,4,2025-02-22
1272,119,59,5,2024-10-25
1273,624,8,3,2025-02-18
1274,683,95,2,2025-03-17
1275,123,2,2,2024-11-02
1276,719,2,2,2025-03-18
1277,509,45,5,2025-05-22
1278,530,93,3,2025-08-24
1279,171,48,2,2025-03-18
1280,768,100,3,2024-10-30
1281,751,16,1,2025-06-23
1282,344,55,3,2025-08-30
1283,537,9,3,2025-09-01
1284,730,74,1,2025-07-07
1285,509,59,5,2024-12-11
1286,369,8,4,2025-01-27
1287,880,73,2,2025-01-23
1288,377,21,3,2025-09-28
1289,792,14,5,2025-03-25
1290,691,93,1,2025-06-13
1291,234,95,5,2025-03-22
1292,3,6,1,2025-01-08
1293,251,6,4,2024-10-13
1294,373,50,2,2024-11-25
1295,184,5,5,2025-03-20
1296,823,92,4,2025-05-21
1297,230,42,2,2025-01-24
1298,427,93,3,2024-10-10
1299,278,10,5,2025-05-06
1300,382,16,5,2025-02-15
1301,690,7,2,2025-09-06
1302,229,67,1,2025-02-08
1303,977,52,1,2025-03-05
1304,899,60,3,2025-03-21
1305,793,40,3,2024-10-18
1306,89,71,4,2025-08-12
1307,9,48,2,2025-09-12
1308,299,73,3,2025-06-06
1309,758,80,2,2025-01-05
1310,476,48,5,2025-05-19
1311,996,64,2,2024-10-29
1312,751,70,2,2024-10-24
1313,155,1,4,2025-02-24
1314,25,30,5,2025-01-16
1315,355,82,1,2025-06-16
1316,974,43,1,2025-08-13
1317,778,85,4,2025-04-09
1318,870,95,3,2025-06-01
1319,107,27,5,2025-01-01
1320,244,54,4,2025-07-29
1321,985,8,2,2024-11-01
1322,729,36,1,2025-08-25
1323,45,30,5,2025-02-01
1324,423,90,3,2025-07-01
1325,470,96,1,2024-11-28
1326,595,13,5,2025-02-03
1327,137,82,4,2025-03-01
1328,77,76,5,2025-03-22
1329,64,56,2,2025-06-08
1330,243,38,3,2024-11-26
1331,872,41,4,2025-06-10
1332,718,95,3,2025-02-05
1333,326,58,3,2025-06-09
1334,240,10,2,2025-02-18
1335,140,100,5,2024-10-02
1336,112,20,1,2025-07-12
1337,169,58,4,2025-05-05
1338,322,53,1,2024-10-27
1339,549,46,2,2025-05-31
1340,463,40,4,2025-05-12
1341,272,16,1,2025-01-25
1342,162,88,3,2025-09-25
1343,847,91,5,2025-09-07
1344,42,28,3,2025-06-27
1345,152,12,2,2025-06-25
1346,992,46,4,2025-01-22
1347,526,7,3,2024-11-23
1348,267,23,1,2025-03-15
1349,975,52,4,2024-11-21
1350,570,96,5,2025-08-11
1351,256,13,4,2024-11-09
1352,105,18,1,2025-09-19
1353,13,8,2,2025-02-24
1354,134,26,4,2025-04-07
1355,382,88,1,2024-09-30
1356,597,76,3,2025-03-12
1357,940,10,1,2025-07-30
1358,67,26,4,2024-11-14
1359,829,17,1,2025-03-12
1360,927,43,1,2025-09-18
1361,44,60,1,2024-11-03
1362,173,74,4,2024-12-18
1363,842,93,4,2025-09-22
1364,509,4,4,2025-03-01
1365,700,55,2,2025-04-16
1366,363,28,2,2024-11-28
1367,282,36,4,2025-02-14
1368,905,20,1,2025-02-03
1369,629,80,5,2025-09-12
1370,252,83,3,2025-09-19
1371,511,53,5,2025-04-28
1372,491,8,1,2024-10-04
1373,287,50,2,2025-07-23
1374,430,26,5,2024-10-04
1375,256,81,5,2025-08-23
1376,814,3,4,2025-03-31
1377,801,92,3,2025-08-12
1378,492,70,4,2025-06-11
1379,353,73,5,2025-05-24
1380,330,50,3,2025-03-14
1381,185,4,3,2025-02-26
1382,612,29,1,2025-02-04
1383,918,100,3,2025-04-15
1384,60,61,5,2025-04-08
1385,367,99,5,2025-07-06
1386,239,21,1,2024-11-09
1387,254,85,2,2024-12-02
1388,273,69,1,2025-03-04
1389,783,29,5,2024-12-02
1390,867,50,3,2025-05-04
1391,958,23,2,2025-04-15
1392,243,76,3,2025-02-15
1393,826,95,3,2025-08-04
1394,936,76,1,2025-06-08
1395,721,90,3,2025-03-08
1396,971,73,5,2025-01-10
1397,146,73,2,2025-05-14
1398,857,64,5,2025-09-02
1399,317,23,4,2025-08-08
1400,39,12,1,2025-09-28
1401,239,78,2,2025-07-20
1402,21,68,4,2024-11-05
1403,1,43,5,2025-05-24
1404,207,17,3,2025-05-12
1405,735,23,3,2025-02-26
1406,61,3,2,2025-03-29
1407,601,91,2,2025-07-01
1408,793,15,5,2025-09-03
1409,882,47,1,2024-11-04
1410,383,91,4,2025-03-10
1411,601,13,3,2025-04-29
1412,310,42,2,2024-10-10
1413,1000,21,4,2025-01-13
1414,811,82,4,2025-03-01
1415,665,41,2,2024-12-19
1416,725,72,5,2025-03-14
1417,806,46,2,2025-02-15
1418,682,76,2,2024-12-09
1419,388,40,3,2025-03-19
1420,131,23,1,2024-11-13
1421,972,90,5,2025-09-18
1422,401,99,5,2025-08-29
1423,34,24,5,2025-02-27
1424,326,79,2,2025-07-26
1425,655,73,1,2025-06-13
1426,960,64,2,2025-06-27
1427,340,96,1,2024-10-01
1428,244,45,3,2025-02-13
1429,172,82,1,2024-12-19
1430,842,91,3,2025-01-10
1431,458,2,3,2025-08-16
1432,215,32,1,2025-01-03
1433,359,33,1,2025-08-01
1434,738,1,1,2025-07-17
1435,396,57,4,2025-02-27
1436,993,22,4,2024-12-26
1437,505,49,3,2025-08-24
1438,560,49,1,2025-02-27
1439,849,62,5,2024-10-04
1440,667,98,2,2024-11-24
1441,167,58,1,2025-02-13
1442,819,5,3,2025-07-24
1443,21,41,3,2025-07-26
1444,975,14,1,2025-05-06
1445,351,22,4,2025-01-29
1446,165,94,1,2025-09-15
1447,561,12,3,2025-09-27
1448,609,79,4,2024-12-26
1449,722,4,4,2025-09-20
1450,966,84,2,2024-12-08
1451,622,56,2,2025-05-22
1452,55,13,3,2025-07-29
1453,211,25,4,2025-07-19
1454,714,71,5,2025-04-28
1455,272,85,3,2024-11-15
1456,305,31,1,2025-05-19
1457,51,51,5,2025-09-21
1458,563,63,2,2024-12-01
1459,56,47,1,2025-08-25
1460,438,12,3,2025-04-06
1461,844,85,5,2025-03-08
1462,492,26,1,2024-11-04
1463,27,27,2,2025-07-19
1464,654,38,1,2025-04-01
1465,485,15,3,2025-05-18
1466,804,51,4,2025-07-13
1467,501,85,3,2025-08-03
1468,94,83,5,2025-05-16
1469,397,24,3,2025-01-02
1470,907,49,3,2025-04-19
1471,192,58,1,2025-09-11
1472,270,57,4,2024-12-12
1473,270,29,3,2024-11-02
1474,578,8,2,2025-03-08
1475,771,90,1,2025-05-17
1476,88,86,3,2025-05-04
1477,828,70,4,2024-10-09
1478,995,97,5,2025-06-14
1479,233,71,1,2025-08-31
1480,861,50,5,2024-10-27
1481,429,69,4,2025-02-15
1482,587,31,4,2025-06-27
1483,307,11,4,2024-11-15
1484,925,92,1,2025-03-14
1485,515,74,5,2025-05-18
1486,820,74,5,2025-02-07
1487,151,16,4,2024-12-25
1488,178,22,2,2025-08-23
1489,828,25,2,2025-01-15
1490,44,55,1,2025-04-12
1491,700,56,2,2024-12-27
1492,843,81,2,2025-07-11
1493,855,77,3,2025-07-13
1494,328,94,1,2025-07-07
1495,90,50,5,2025-05-28
1496,407,71,3,2025-01-07
1497,878,36,5,2025-09-06
1498,470,2,5,2025-05-16
1499,602,67,4,2025-05-20
1500,116,54,2,2025-04-29
1501,152,73,5,2024-11-05
1502,597,98,1,2025-03-16
1503,948,14,5,2025-05-05
1504,799,13,3,2024-11-07
1505,889,69,3,2025-01-10
1506,899,53,3,2025-08-22
1507,393,84,4,2024-11-01
1508,586,78,4,2025-03-28
1509,39,23,3,2025-02-08
1510,413,19,5,2025-08-01
1511,624,88,4,2025-02-19
1512,40,51,3,2025-03-27
1513,708,31,1,2024-10-07
1514,764,61,3,2024-10-25
1515,919,48,1,2025-09-15
1516,346,39,3,2024-10-26
1517,288,63,1,2025-06-07
1518,996,30,2,2025-02-13
1519,308,96,4,2025-01-21
1520,793,42,3,2025-08-27
1521,747,54,5,2025-07-21
1522,662,12,2,2024-12-03
1523,453,28,4,2024-10-02
1524,759,63,5,2024-12-03
1525,889,48,1,2025-04-24
1526,528,21,1,2025-05-09
1527,319,91,5,2024-10-10
1528,414,18,5,2025-09-21
1529,901,73,1,2025-09-27
1530,178,25,2,2025-03-25
1531,858,8,2,2025-05-11
1532,34,59,1,2025-04-17
1533,941,47,2,2024-11-25
1534,281,48,4,2025-06-27
1535,518,51,1,2025-09-03
1536,698,4,2,2024-12-08
1537,382,63,5,2024-10-09
1538,457,23,4,2024-10-07
1539,601,71,3,2025-04-04
1540,353,21,3,2024-11-23
1541,767,89,1,2025-08-12
1542,292,4,4,2024-11-10
1543,51,21,5,2024-12-17
1544,799,28,2,2025-01-26
1545,663,29,2,2024-12-18
1546,276,84,4,2025-06-22
1547,526,3,1,2025-09-07
1548,486,17,2,2025-01-04
1549,616,2,2,2025-03-24
1550,259,78,3,2025-09-12
1551,730,91,3,2025-02-03
1552,434,49,3,2025-04-18
1553,471,33,2,2025-01-14
1554,478,39,5,2025-06-28
1555,845,80,4,2025-03-29
1556,599,14,1,2025-04-04
1557,524,85,3,2025-02-22
1558,575,83,5,2024-12-08
1559,624,37,3,2024-12-01
1560,701,14,4,2025-06-07
1561,66,44,3,2025-08-19
1562,656,42,3,2025-01-09
1563,268,84,3,2025-02-19
1564,193,20,5,2025-04-30
1565,784,31,1,2025-07-06
1566,825,77,4,2025-01-21
1567,677,41,2,2025-07-16
1568,739,4,4,2025-09-13
1569,303,34,4,2025-03-26
1570,415,50,1,2025-08-18
1571,598,91,5,2025-03-03
1572,836,25,3,2025-06-29
1573,744,92,2,2025-07-24
1574,703,69,4,2025-05-14
1575,929,86,3,2025-05-09
1576,520,39,2,2025-03-05
1577,861,85,5,2025-04-24
1578,186,38,1,2025-02-12
1579,483,17,3,2025-05-18
1580,743,72,2,2024-10-22
1581,970,88,3,2024-11-29
1582,671,12,2,2024-10-11
1583,364,29,3,2025-04-04
1584,431,43,3,2025-05-01
1585,267,75,3,2025-01-14
1586,475,16,4,2025-07-28
1587,55,82,5,2025-05-23
1588,595,80,1,2025-09-17
1589,484,25,5,2025-02-04
1590,123,88,4,2024-10-09
1591,543,39,4,2024-12-03
1592,56,20,2,2025-01-25
1593,206,44,4,2025-07-15
1594,584,59,2,2025-02-06
1595,324,92,2,2024-10-25
1596,798,11,4,2025-05-27
1597,341,81,2,2025-02-12
1598,321,82,1,2025-07-11
1599,5,58,3,2024-11-12
1600,215,98,2,2025-01-23
1601,591,98,2,2024-10-02
1602,502,98,1,2025-01-27
1603,133,79,4,2025-03-18
1604,649,55,4,2025-07-17
1605,440,62,4,2025-08-23
1606,5,5,5,2025-04-22
1607,205,94,3,2025-02-17
1608,973,2,3,2025-05-07
1609,776,68,2,2025-04-09
1610,19,87,1,2024-11-05
1611,642,94,2,2025-01-08
1612,232,89,3,2025-05-09
1613,320,17,1,2025-08-18
1614,393,65,5,2025-08-09
1615,314,22,1,2024-10-26
1616,844,6,3,2025-08-21
1617,972,38,4,2025-03-02
1618,746,67,5,2025-07-02
1619,537,44,4,2025-01-23
1620,910,88,2,2025-01-24
1621,351,63,3,2024-12-10
1622,769,25,2,2025-07-19
1623,971,52,1,2025-03-30
1624,234,29,2,2025-09-26
1625,217,94,1,2025-03-02
1626,604,65,2,2024-11-13
1627,127,47,1,2024-11-30
1628,385,82,3,2025-01-26
1629,790,69,5,2025-02-16
1630,50,77,1,2025-04-27
1631,678,14,1,2025-01-11
1632,50,89,1,2025-05-22
1633,427,57,4,2025-08-08
1634,127,71,3,2025-09-25
1635,486,90,2,2025-08-28
1636,211,89,1,2025-01-11
1637,309,54,1,2025-08-03
1638,679,67,3,2025-02-23
1639,638,78,2,2025-08-22
1640,429,14,5,2025-08-31
1641,737,80,1,2024-10-13
1642,290,15,1,2025-05-22
1643,510,26,5,2024-10-24
1644,205,100,3,2024-11-02
1645,852,67,2,2025-07-19
1646,367,91,4,2025-06-20
1647,303,21,1,2025-01-07
1648,562,64,2,2025-07-01
1649,705,62,3,2025-02-22
1650,241,1,1,2025-04-20
1651,688,12,1,2025-01-21
1652,856,74,4,2025-05-11
1653,153,12,5,2025-02-19
1654,77,93,1,2025-06-10
1655,927,33,2,2025-03-14
1656,468,38,3,2025-08-05
1657,476,7,1,2025-09-17
1658,833,23,1,2024-11-12
1659,873,38,3,2025-02-12
1660,821,87,3,2025-05-13
1661,437,95,1,2024-10-09
1662,98,98,1,2024-10-16
1663,10,18,2,2024-10-02
1664,337,46,4,2024-11-06
1665,979,80,3,2025-01-25
1666,900,94,1,2025-06-07
1667,382,44,2,2025-03-07
1668,117,52,4,2024-11-30
1669,986,59,3,2024-12-07
1670,856,50,4,2025-08-25
1671,820,54,2,2025-02-11
1672,116,17,1,2025-08-25
1673,966,21,1,2025-09-26
1674,427,76,4,2025-09-05
1675,822,73,4,2025-08-12
1676,186,79,4,2025-01-02
1677,798,46,5,2025-07-13
1678,30,88,2,2024-11-08
1679,495,63,1,2025-09-10
1680,909,53,4,2024-10-26
1681,48,9,3,2025-01-27
1682,671,41,1,2025-05-11
1683,722,87,5,2025-07-23
1684,786,96,5,2025-01-05
1685,742,73,2,2024-11-30
1686,979,86,3,2024-11-18
1687,532,67,5,2025-03-16
1688,98,56,2,2024-11-14
1689,494,45,4,2025-08-10
1690,153,72,5,2025-07-01
1691,56,2,2,2025-08-19
1692,518,61,4,2025-09-17
1693,891,22,1,2025-02-27
1694,770,63,3,2025-03-11
1695,247,43,3,2024-11-12
1696,52,65,2,2025-04-10
1697,564,83,4,2025-04-28
1698,413,31,1,2025-05-29
1699,471,57,5,2025-09-21
1700,459,12,4,2025-01-24
1701,458,41,1,2025-06-23
1702,510,96,1,2024-12-20
1703,106,52,4,2025-01-03
1704,37,72,5,2025-01-15
1705,1,12,5,2024-10-29
1706,987,80,3,2025-04-21
1707,912,66,5,2025-08-14
1708,212,84,4,2025-05-28
1709,974,44,3,2025-06-25
1710,846,7,2,2024-12-13
1711,865,59,3,2024-10-27
1712,574,99,5,2025-09-19
1713,615,61,3,2024-10-21
1714,734,58,1,2024-10-03
1715,100,98,2,2024-12-17
1716,3,44,3,2025-07-25
1717,850,82,3,2024-12-06
1718,561,67,3,2024-11-06
1719,719,14,1,2024-12-14
1720,919,22,4,2025-05-03
1721,144,92,4,2025-04-10
1722,110,33,5,2025-08-09
1723,201,25,1,2025-07-04
1724,953,51,2,2025-01-21
1725,469,25,3,2025-03-14
1726,111,97,4,2024-11-24
1727,48,82,5,2025-04-01
1728,127,99,4,2025-08-29
1729,469,85,5,2024-12-18
1730,980,65,2,2025-02-09
1731,987,64,1,2025-09-20
1732,544,95,1,2025-08-12
1733,567,56,5,2025-04-04
1734,495,66,2,2025-07-11
1735,709,75,2,2024-12-06
1736,749,17,1,2025-01-08
1737,397,85,5,2024-11-28
1738,621,42,5,2025-01-19
1739,903,50,4,2025-08-13
1740,624,89,2,2025-05-24
1741,281,51,3,2024-11-21
1742,994,38,4,2025-08-15
1743,825,18,2,2025-06-28
1744,423,78,5,2024-12-26
1745,307,90,5,2025-08-22
1746,882,41,5,2024-12-06
1747,648,28,2,2024-10-09
1748,215,80,3,2025-05-29
1749,704,45,2,2025-03-13
1750,728,84,2,2025-01-04
1751,516,70,3,2025-09-03
1752,728,15,3,2024-10-29
1753,576,62,5,2025-03-05
1754,585,86,4,2024-11-23
1755,691,96,5,2025-03-31
1756,293,55,1,2025-04-02
1757,536,14,1,2024-10-18
1758,391,19,1,2025-01-06
1759,687,8,2,2024-11-03
1760,274,97,2,2025-05-24
1761,294,88,3,2025-06-23
1762,150,8,3,2025-03-02
1763,209,97,5,2025-01-14
1764,34,46,4,2025-02-23
1765,105,79,5,2025-05-04
1766,886,29,5,2025-04-10
1767,399,31,5,2025-03-28
1768,804,90,3,2025-03-06
1769,710,86,1,2025-06-05
1770,949,49,4,2025-05-23
1771,427,88,3,2025-09-14
1772,990,71,1,2024-12-18
1773,14,96,3,2024-10-18
1774,208,80,4,2024-10-12
1775,850,29,3,2025-01-04
1776,774,76,5,2024-10-23
1777,757,78,2,2024-11-04
1778,795,93,2,2024-12-20
1779,302,58,2,2025-05-14
1780,700,10,2,2025-06-17
1781,986,23,5,2025-02-19
1782,123,49,1,2024-11-05
1783,439,36,5,2025-06-24
1784,271,17,2,2025-08-16
1785,599,33,1,2025-01-05
1786,339,60,2,2024-12-13
1787,41,20,3,2025-07-13
1788,612,7,5,2025-02-03
1789,864,85,3,2025-01-12
1790,503,74,5,2025-05-05
1791,367,10,3,2025-06-24
1792,539,29,2,2024-11-02
1793,534,9,5,2025-04-01
1794,164,54,5,2025-06-12
1795,550,52,1,2025-03-22
1796,358,29,2,2025-01-18
1797,680,43,3,2025-08-26
1798,370,38,2,2024-12-25
1799,974,97,5,2025-01-22
1800,544,61,5,2024-10-24
1801,844,97,1,2024-12-06
1802,118,86,3,2025-08-24
1803,457,31,5,2024-11-19
1804,941,80,2,2024-10-03
1805,982,6,3,2025-03-21
1806,391,15,4,2025-01-29
1807,263,70,3,2024-12-02
1808,26,67,3,2025-01-03
